ztf_id,tess_id,ztf_ra,tess_ra,ztf_dec,tess_dec,separation_arcsec
10298331001539,290172285,32.2779783,32.277876129021,-15.5953191,-15.595305400269,0.3576906502210508
10298123004447,164776925,27.390657299999987,27.3903844601732,-19.6177617,-19.6247922700603,25.32695632847208
10298461004268,212375873,26.71409460000001,26.7138102012557,-16.8723688,-16.8724549881974,1.027719542056424
10298092017565,266680029,28.1096287,28.1055566822397,-19.231191,-19.2253818476107,25.078636477689393
10298581014112,92993104,28.461702099999997,28.4618960921006,-14.9973827,-14.9974661858885,0.7385068622641887
10298232001568,268765554,31.783381399999996,31.7828124762463,-18.1693612,-18.1688412098774,2.7002209028566755
10298482008714,302438166,33.466837699999985,33.4667571074429,-13.6181487,-13.6178556005327,1.0921856272811117
10298442003383,212380532,27.317060499999997,27.3131066514568,-15.5899753,-15.5835718165404,26.821533720827052
10298022005141,268785737,32.9067886,32.9148035469328,-20.5278061,-20.5299147406165,28.067500366687433
10298612000980,382340591,26.494462199999987,26.501305700008,-13.4333867,-13.4376702098933,28.49543808718683
10298422006191,93018393,28.891067599999985,28.894180953411,-16.6667185,-16.6629657941853,17.256972475434633
10298382009508,257461698,30.4351135,30.4432626700182,-16.9493959,-16.9467739298598,29.60780219834236
10298411011062,93018054,28.89651480000001,28.9016563822635,-15.5949247,-15.5968839150178,19.17269044467924
10298091000774,266680031,28.129022700000007,28.1289765987439,-19.2176072,-19.2176197037559,0.1630526917973014
10298231002795,268751690,31.61395429999999,31.614039556176,-18.5875862,-18.5871316213165,1.6621394986252678
10298182011218,268765670,32.0074865,32.0064486392606,-18.3660507,-18.3663262541588,3.6821223214498047
10298033003678,268854345,33.43666759999999,33.4317828274513,-20.318371,-20.3135393686853,23.968897449026315
10298012007175,268784491,32.754050199999995,32.7493669416909,-19.8065726,-19.802937754541,20.563278613289135
10298061002957,266788321,30.6731709,30.6724970287883,-20.6045457,-20.6031858866874,5.396350741573838
10298522015992,257501041,31.216762200000005,31.219091541403,-13.731435,-13.7352158705098,15.862488870597392
10298312007441,164789350,27.613181999999995,27.6129548624751,-18.8615402,-18.860097975305,5.249353089733479
10298612022408,212378583,27.059684900000008,27.0662626676345,-14.0407867,-14.0362414317294,28.204469783002754
10298192006002,268805416,33.319727900000004,33.3211334115041,-18.6592197,-18.6512297134452,29.160715838197873
10298371003529,257484050,30.674625600000013,30.6746195666728,-15.9260501,-15.926013299819,0.1341169651596007
10501551003039,408238595,17.166864199999992,17.1668110573723,13.9935672,13.9935903958797,0.2035528675212842
10501492008590,336813693,17.8569277,17.8559,15.438814,15.4394,4.143462023113624
10501632005741,414807623,13.190705400000011,13.1907064406826,14.0235818,14.0235537400731,0.1010811102517995
10501442000652,414808311,13.356158800000005,13.3562243266841,13.4632792,13.4642704107978,3.5757258518807893
10501562030327,414943129,15.480341399999986,15.479224531852,15.4690107,15.4670546668956,8.037546207443421
10501591004236,258796169,14.818124600000004,14.8179483343677,13.8609583,13.860024620636,3.4172395747237623
10501552006848,384888499,16.9513503,16.9487695712077,14.0194975,14.020580896335,9.821483864877486
10501473001467,414826695,13.714452899999998,13.7200631098759,12.5170662,12.512386771564,25.93340375890132
10501582031012,414828901,14.457160399999992,14.4571105432978,14.3361757,14.3311487562531,18.097832970588716
10717271001205,180671195,200.3512808,200.351279305026,39.2822041,39.282437079721,0.8387373408329023
10717571001513,417118871,198.9622665,198.962010361227,43.8855652,43.8856661532255,0.7574626170549877
10717382031257,180674632,201.0235368,201.012635522287,40.6963724,40.6964833459021,29.756954597418375
10717143006092,159570042,197.2013474,197.201541549989,37.0482175,37.0482584479227,0.5769924708243667
10717052035017,22707383,201.7790383,201.774011128081,37.6883084,37.6883274061433,14.321839884036004
10717062008572,180695791,201.2960394,201.288412898551,37.4309138,37.4261220150129,27.801685664874903
10717172000525,22819191,203.9989622,203.998723793188,40.3629435,40.3627763357522,0.8887174641228393
10717341001824,22818693,203.7820472,203.781418179479,41.0822802,41.0841664814935,7.001842794505545
10717452005152,22018606,196.0165513,196.006762449071,41.6998779,41.6979305914035,27.229749697674947
10717073012877,22741629,202.2722538,202.26345835194,37.1558532,37.1557305441556,25.23964127344145
10717011003576,22817123,203.7135674,203.71433476179,37.7719216,37.7720567556764,2.2371840745044556
10717533024524,165371932,201.1073843,201.10938038069,43.582765,43.5799808857239,11.293947698990534
10717142038498,458450157,196.3705907,196.373328263667,37.5640904,37.567865518781,15.675566927461348
10717492039507,288487333,203.8935756,203.888476067867,43.4204784,43.4203189164132,13.346550419017143
10717442011930,180569312,197.5573896,197.566874434583,41.8182753,41.8174271354447,25.630017995987323
10717072016129,22743799,202.6227535,202.631393845346,37.3157488,37.3154908748238,24.755676200333696
10717172000141,22819180,204.000361,204.000106565577,40.4034647,40.4033015994053,0.911742716996944
10717623007442,136995510,196.5477877,196.554720777922,42.6009724,42.6063991146183,26.81722862599564
10717562006139,393910776,200.5432761,200.554410630853,43.5746732,43.57460246912,29.04127984032046
10717271001346,180670307,200.1844066,200.19049883489,39.242281,39.2396324657249,19.479273662470575
10717303003231,159550091,196.8824613,196.881953862577,39.1603752,39.16087031578,2.2766901601276053
10717323003448,288540301,205.5844489,205.584206258666,41.8971268,41.8972678135847,0.8248975913323996
10717472021144,180571249,197.7609578,197.7662649864,41.4213173,41.4285541106633,29.73161129174808
10717092019772,180652420,199.4845869,199.47745858422,38.3892361,38.3890134734304,20.13007796794968
10717112020143,180671981,200.5681402,200.567680479639,37.4511199,37.4457832652626,19.256761449391178
10717272007050,180654324,199.7951483,199.795700091083,38.7431407,38.7432593294136,1.6071287394116174
10717011003186,22791140,203.5612848,203.561348207084,37.8589185,37.8586466689514,0.9950485671676508
10717522005928,288433949,202.8479225,202.848661819022,43.6129855,43.6127134370002,2.161627213637302
10717362031364,22751881,202.9601894,202.965393826901,41.5625872,41.5553127784843,29.704484238611823
10717552004749,288452865,203.2008072,203.201241326066,42.6753404,42.6743387264036,3.78466438316945
10717333004739,22792008,203.7293832,203.739050947361,41.8105639,41.8077775328193,27.813555557393705
10717262016667,180628486,199.0114394,199.011548914105,39.2701524,39.2620661082993,29.11225032201174
10717552021009,288420732,202.346024,202.345973123912,42.8637772,42.8577541481506,21.68340227896991
10717212001010,180696669,201.4622959,201.465777548213,40.3159595,40.315205933997,9.93460072057976
10717151002007,180608734,198.4427833,198.442450518718,37.1945626,37.1948663719363,1.451427250261189
10717331012186,288488862,203.9431364,203.941519161526,42.1147309,42.119205308455,16.676762453360134
10717021000290,22845647,204.2007724,204.2013351454,37.5804319,37.5802865715606,1.6886037071943487
10717542035250,165373457,201.3428961,201.347933644694,42.6913426,42.6915419216418,13.348930938617606
10717261001718,180627412,198.9269579,198.927588274407,39.1557426,39.1555903399882,1.843121106427287
10717632003156,202297685,198.0122313,198.001642531036,43.0397292,43.0427087725385,29.853751024111112
10717492026690,288487378,203.8577034,203.858936081024,43.7606843,43.7657762054098,18.60891547676384
10717182014626,22790210,203.4599885,203.454210488002,38.8457685,38.8458328026412,16.20211649509374
10717182022396,22848471,204.386912,204.389888402662,39.364055,39.3601255039979,16.393457995198684
10717392003347,22742321,202.375004,202.378359926562,41.1735665,41.1736047295996,9.09488614984068
10717162038759,22896000,205.517827,205.522357665683,39.6298955,39.6227587012048,28.599338664518193
10717622009423,136995421,196.5433242,196.532664955404,43.1468859,43.1439928352858,29.872334949295173
10717443022947,180569342,197.7135621,197.712873920099,41.9196751,41.9199094917929,2.027367244031476
10717052022114,180696299,201.3717372,201.368075159213,37.7197227,37.7194262205186,10.48269737300436
10717141001765,458450210,196.3724343,196.3745,37.1352886,37.1363,6.957272158378568
10844342001826,153977353,203.6036211,203.605038025552,69.9408907,69.9409068321251,1.750528537006966
10844511002538,154066690,207.1546969,207.155547917366,71.4307492,71.4306204565527,1.0801209817424482
10844121007229,148965710,191.0355488,191.023128371382,66.6343641,66.628197183816,28.415264116915377
10844072028564,232976172,200.4673807,200.474145770016,66.0346197,66.0293842374234,21.286442390688546
10844393032863,153970678,201.6114585,201.619434812165,70.0865815,70.0813848267737,21.11082548203462
10844252033335,148969888,192.3739254,192.367111911718,69.1683552,69.1638473458715,18.424495998409142
10844022000637,153976712,203.5791502,203.58076419374,66.2668649,66.2665569917071,2.587965193259208
10844572017952,232521367,192.267087,192.260475837646,72.7277177,72.7240016197929,15.129934620681189
10844022017839,459224768,203.7532113,203.763862406036,65.5436819,65.5402359771329,20.147491798408307
10844182032380,153990785,204.3734133,204.369643888507,67.8420393,67.8461854525664,15.779086052815291
10844512022236,219458481,206.9260228,206.924084632785,71.9096399,71.915260858921,20.35107519127278
10844051002507,232966812,197.931452,197.93127087531,66.7431098,66.7431400018674,0.2794804152257372
10844052008575,232966859,197.7357277,197.744509064493,67.0607139,67.065030791839,19.83190234472025
10844102022479,341706530,193.701512,193.696036878781,66.2006906,66.1985715125186,11.021166548745684
10844182000466,445858049,203.6995414,203.70222621649,68.197455,68.1915965548232,21.393807603433952
10844431002176,229535724,195.5764386,195.575106519273,69.8352522,69.835136776772,1.7045324227129102
10844511000723,154066806,207.3040008,207.303496962527,71.7980443,71.7980339187426,0.5678079453002561
10844503020711,154008822,205.309852,205.313435060854,71.4832,71.4804567604684,10.691700585722709
10844393041612,232975537,200.5570583,200.567339321849,70.0025008,69.9952857454633,28.894974783352353
10844032010558,298091852,204.5050719,204.506356401298,65.8137038,65.8135799402541,1.946328356597433
10844062000741,232970271,198.5943567,198.599337731567,66.3761081,66.3757676071045,7.289642147226069
10844542005675,232971196,199.0949949,199.095433245204,71.4718115,71.4716439853729,0.7843043534224965
10844193013414,154009700,205.6995153,205.691129312953,67.6986028,67.691565623801,27.8044801055722
10844142005726,147680159,189.1740086,189.17275415162,65.5216126,65.5215263441984,1.896803322525803
10844241004686,229537452,195.9114015,195.911409230735,69.0454403,69.0455564240187,0.418164932289768
